isbn,Author,Category,Author_NY,Title_NY,author_gender
1501135104,GIUDICE TERESA,Biography/Autobiography/Memoir,Teresa Giudice,TURNING THE TABLES,multi
0345506898,HOWARD LINDA,Romance,Linda Howard,VEIL OF NIGHT,female
125001980X,ALLEN SARAH ADDISON,Fiction General,Sarah Addison Allen,LOST LAKE,female
1476710767,BURKE JAMES LEE,Mystery/Detective,James Lee Burke,LIGHT OF THE WORLD,male
1416594787,DAWKINS RICHARD,Reference,Richard Dawkins,THE GREATEST SHOW ON EARTH,male
0312583214,BOX C. J.,Mystery/Detective,C J Box,BADLANDS,male
1605297852,KESSLER DAVID A.,Health/Fitness/Medicine/Sports,David A Kessler,THE END OF OVEREATING,male
0399155961,KRENTZ JAYNE ANN,Romance,Jayne Ann Krentz,FIRED UP,female
0399156534,COULTER CATHERINE,Suspense/Thrillers,Catherine Coulter,WHIPLASH,female
1594203474,FINNEGAN WILLIAM,Biography/Autobiography/Memoir,William Finnegan,BARBARIAN DAYS,male
0399160752,BOX C. J.,Mystery/Detective,C J Box,BREAKING POINT,male
1476783667,JETER DEREK,Art/Architecture/Design/Photography,Derek Jeter with Anthony Bozza,JETER UNFILTERED,multi
0307395774,PICKENS T. BOONE,Biography/Autobiography/Memoir,T Boone Pickens,THE FIRST BILLION IS THE HARDEST,unknown
0312364423,HANNAH KRISTIN,Fiction General,Kristin Hannah,NIGHT ROAD,female
0670025291,KURZWEIL RAY,Reference,Ray Kurzweil,HOW TO CREATE A MIND,male
0399156011,WOODS STUART,Mystery/Detective,Stuart Woods,HOTHOUSE ORCHID,male
1416556249,HEYMANN C. DAVID,Biography/Autobiography/Memoir,C David Heymann,BOBBY AND JACKIE,male
0307716988,JACKSON MICHAEL,Biography/Autobiography/Memoir,Michael Jackson,MOONWALK,male
0765335999,GOODKIND TERRY,Fantasy,Terry Goodkind,THE THIRD KINGDOM,male
1451647018,KINGSBURY KAREN,Religious Fiction,Karen Kingsbury,THE BRIDGE,female
0812994264,KEATON DIANE,Biography/Autobiography/Memoir,Diane Keaton,LET&#39;S JUST SAY IT WASN&#39;T PRETTY,female
0385344414,MONING KAREN MARIE,Romance,Karen Marie Moning,BURNED,female
1416547908,HIRSCH JAMES S.,Biography/Autobiography/Memoir,James S Hirsch,WILLIE MAYS,male
0061257095,TRIGIANI ADRIANA,Fiction General,Adriana Trigiani,THE SHOEMAKER&#39;S WIFE,female
0778327809,MACOMBER DEBBIE,Romance,Debbie Macomber,HANNAH&#39;S LIST,female
1595230734,HUCKABEE MIKE,History/Law/Political Science,Mike Huckabee,A SIMPLE GOVERNMENT,male
0316099759,HILDERBRAND ELIN,Fiction General,Elin Hilderbrand,THE MATCHMAKER,female
0061961299,FRANK DOROTHEA BENTON,Fiction General,Dorothea Benton Frank,PORCH LIGHTS,female
0802123538,LEON DONNA,Mystery/Detective,Donna Leon,FALLING IN LOVE,female
0525954546,HOAG TAMI,Suspense/Thrillers,Tami Hoag,COLD COLD HEART,female
156858671X,SCAHILL JEREMY,History/Law/Political Science,Jeremy Scahill,DIRTY WARS,male
0765321564,WEBER DAVID,Science Fiction,David Weber,LIKE A MIGHTY ARMY,male
0061779768,MOORE CHRISTOPHER,Fiction General,Christopher Moore,THE SERPENT OF VENICE,male
1451628293,EVANS RICHARD PAUL,Fiction General,Richard Paul Evans,A STEP OF FAITH,male
0425255662,HAMILTON LAURELL K.,Fantasy,Laurell K Hamilton,A SHIVER OF LIGHT,female
1596985666,FREDDOSO DAVID,History/Law/Political Science,David Freddoso,THE CASE AGAINST BARACK OBAMA,male
1594486255,BERRY MATTHEW,Crafts/Hobbies/Antiques/Games,Matthew Berry,FANTASY LIFE,male
1451697384,KLEIN NAOMI,Business/Economics,Naomi Klein,THIS CHANGES EVERYTHING,female
0061779725,MOORE CHRISTOPHER,Fiction General,Christopher Moore,BITE ME,male
0684808277,BERGEN CANDICE,Biography/Autobiography/Memoir,Candice Bergen,A FINE ROMANCE,female
1416548521,BURKE JAMES LEE,Mystery/Detective,James Lee Burke,SWAN PEAK,male
1618580051,KIERNAN PETER D.,History/Law/Political Science,Peter D Kiernan,BECOMING CHINA&#39;S BITCH,male
0307887464,ARCHER DALE,Self Help,Dale Archer,BETTER THAN NORMAL,male
1451628005,EVANS RICHARD PAUL,Fiction General,Richard Paul Evans,LOST DECEMBER,male
0312364105,HANNAH KRISTIN,Fiction General,Kristin Hannah,TRUE COLORS,female
006225071X,CORNWELL BERNARD,Fiction General,Bernard Cornwell,THE EMPTY THRONE,male
0230342116,PISCIONE DEBORAH PERRY,Business/Economics,Deborah Perry Piscione,SECRETS OF SILICON VALLEY,female
0345543041,EVANOVICH JANET,Mystery/Detective,Janet Evanovich and Lee Goldberg,THE HEIST,multi
0307594173,MORRISON TONI,Fiction General,Toni Morrison,GOD HELP THE CHILD,female
1455503126,ROBISON JAMES,Religion/Bibles,James Robison and Jay W Richards,INDIVISIBLE,multi
1250019982,JOHANSEN IRIS,Suspense/Thrillers,Iris Johansen,TAKING EVE,female
1250019672,ANDREWS MARY KAY,Fiction General,Mary Kay Andrews,LADIES&#39; NIGHT,female
0670025852,PINKER STEVEN,Reference,Steven Pinker,THE SENSE OF STYLE,male
1137278781,STIBEL JEFF,Computers,Jeff Stibel,BREAKPOINT,male
1455525898,PRESTON DOUGLAS J.,Suspense/Thrillers,Douglas Preston and Lincoln Child,BLUE LABYRINTH,multi
0399159088,QUICK AMANDA,Romance,Amanda Quick,CRYSTAL GARDENS,female
0385527209,TOOBIN JEFFREY,History/Law/Political Science,Jeffrey Toobin,OATH,male
0399167307,CUSSLER CLIVE,Action/Adventure,Clive Cussler and Russell Blake,THE EYE OF HEAVEN,multi
1451664168,IRVING JOHN,Fiction General,John Irving,AVENUE OF MYSTERIES,male
0399173358,GREANEY MARK,Suspense/Thrillers,Mark Greaney,TOM CLANCY FULL FORCE AND EFFECT,male
0525426930,JOHNSON CRAIG,Mystery/Detective,Craig Johnson,DRY BONES,male
038534662X,O&#39;REILLY BILL,History/Law/Political Science,Bill O&#39;Reilly,KEEP IT PITHY,male
045146365X,BUTCHER JIM,Fantasy,Jim Butcher,SIDE JOBS,male
0385526261,MILLARD CANDICE,History/Law/Political Science,Candice Millard,DESTINY OF THE REPUBLIC,female
044655393X,MELTZER BRAD,Suspense/Thrillers,Brad Meltzer,THE PRESIDENT&#39;S SHADOW,male
0805093990,PRICE RICHARD,Suspense/Thrillers,Richard Price writing as Harry Brandt,THE WHITES,multi
1586175009,RATZINGER JOSEPH,Religion/Bibles,Joseph Ratzinger,JESUS OF NAZARETH,male
1594204780,OLIVER MARY,Poetry,Mary Oliver,DOG SONGS,multi
006195795X,HARRISON KIM,Fantasy,Kim Harrison,THE WITCH WITH NO NAME,female
0385340265,STEEL DANIELLE,Fiction General,Danielle Steel,A GOOD WOMAN,female
145164020X,HUNTER STEPHEN,Suspense/Thrillers,Stephen Hunter,THE THIRD BULLET,male
1455581127,BROWN SANDRA,Suspense/Thrillers,Sandra Brown,MEAN STREAK,female
1594205868,FULLER ALEXANDRA,Biography/Autobiography/Memoir,Alexandra Fuller,LEAVING BEFORE THE RAINS COME,female
0385538030,PALAHNIUK CHUCK,Fiction General,Chuck Palahniuk,BEAUTIFUL YOU,male
162779073X,GREENWALD GLENN,History/Law/Political Science,Glenn Greenwald,NO PLACE TO HIDE,male
0553391798,MACOMBER DEBBIE,Romance,Debbie Macomber,SILVER LININGS,female
0316403555,NELSON WILLIE,Biography/Autobiography/Memoir,Willie Nelson with David Ritz,IT&#39;S A LONG STORY,male
1941393268,ROUSEY RONDA,Biography/Autobiography/Memoir,Ronda Rousey with Maria Burns Ortiz,MY FIGHT / YOUR FIGHT,multi
0399174680,WOODS STUART,Action/Adventure,Stuart Woods,SCANDALOUS BEHAVIOR,male
1250056233,BERRY STEVE,Mystery/Detective,Steve Berry,THE PATRIOT THREAT,male
0804138532,GUTFELD GREG,Humor,Greg Gutfeld,NOT COOL,male
1451642040,INGRAHAM LAURA,History/Law/Political Science,Laura Ingraham with Raymond Arroyo,OF THEE I ZING,multi
0399155805,QUICK AMANDA,Romance,Amanda Quick,THE PERFECT POISON,female
030758786X,RICE CONDOLEEZZA,Biography/Autobiography/Memoir,Condoleezza Rice,NO HIGHER HONOR,female
0316034045,PATTERSON JAMES,History/Law/Political Science,James Patterson and Martin Dugard,THE MURDER OF KING TUT,multi
0553807250,GARDNER LISA,Mystery/Detective,Lisa Gardner,LOVE YOU MORE,female
0061246263,PETERS ELIZABETH,Fiction General,Elizabeth Peters,A RIVER IN THE SKY,female
0374280991,CARTER JIMMY,History/Law/Political Science,Jimmy Carter,WHITE HOUSE DIARY,male
0679444327,WILKERSON ISABEL,Nonfiction General,Isabel Wilkerson,THE WARMTH OF OTHER SUNS,female
0312642695,ANDREWS MARY KAY,Fiction General,Mary Kay Andrews,SUMMER RENTAL,female
1250040159,SMART ELIZABETH,Biography/Autobiography/Memoir,Elizabeth Smart with Chris Stewart,MY STORY,multi
0385529376,MEZRICH BEN,Biography/Autobiography/Memoir,Ben Mezrich,THE ACCIDENTAL BILLIONAIRES,male
1594202613,ISAY DAVE,Self Help,edited  Dave Isay,MOM,male
0062109758,PHILBIN REGIS,Biography/Autobiography/Memoir,Regis Philbin,HOW I GOT THIS WAY,male
0385517882,PALAHNIUK CHUCK,Fiction General,Chuck Palahniuk,SNUFF,male
0385342047,KINSELLA SOPHIE,Fiction General,Sophie Kinsella,MINI SHOPAHOLIC,female
1455533769,BROCK DAVID,History/Law/Political Science,David Brock,KILLING THE MESSENGER,male
1439191379,EVANS RICHARD PAUL,Fiction General,Richard Paul Evans,MILES TO GO,male
0399171754,CUSSLER CLIVE,Action/Adventure,Clive Cussler and Justin Scott,THE ASSASSIN,multi
1455501557,BROWN SANDRA,Suspense/Thrillers,Sandra Brown,LOW PRESSURE,female
1401943411,LINIGER DAVE,Biography/Autobiography/Memoir,Dave Liniger with Laura Morton,MY NEXT STEP,male
034552361X,JUDD ASHLEY,Biography/Autobiography/Memoir,Ashley Judd with Maryanne Vollers,ALL THAT IS BITTER AND SWEET,multi
0451468686,LOPEZ JENNIFER,Biography/Autobiography/Memoir,Jennifer Lopez,TRUE LOVE,female
0345545931,KOONTZ DEAN R.,Suspense/Thrillers,Dean Koontz,THE CITY,male
0312642717,ANDREWS MARY KAY,Fiction General,Mary Kay Andrews,SPRING FEVER,female
0425255700,HAMILTON LAURELL K.,Romance,Laurell K Hamilton,AFFLICTION,female
0385528191,MOORE WES,Biography/Autobiography/Memoir,Wes Moore,THE OTHER WES MOORE,multi
1439184496,KLOSTERMAN CHUCK,Nonfiction General,Chuck Klosterman,I WEAR THE BLACK HAT,male
0062200577,HILL JOE,Horror/Occult/Psychological,Joe Hill,NOS4A2,male
1416599142,GILBERT MELISSA,Biography/Autobiography/Memoir,Melissa Gilbert,PRAIRIE TALE,female
0316038393,SEDARIS DAVID,Fiction General,David Sedaris,SQUIRREL SEEKS CHIPMUNK,multi
0451466802,BUTCHER JIM,Fantasy,Jim Butcher,THE AERONAUT&#39;S WINDLASS,male
0399155007,SANDFORD JOHN,Mystery/Detective,James Patterson and Gabrielle Charbonnet,SUNDAYS AT TIFFANY&#39;S,male
1594486298,LAMOTT ANNE,Religion/Bibles,Anne Lamott,SMALL VICTORIES,female
0345543858,GERRITSEN TESS,Suspense/Thrillers,Tess Gerritsen,DIE AGAIN,female
0385343183,STEEL DANIELLE,Fiction General,Danielle Steel,BIG GIRL,female
0062303996,VELEZ-MITCHELL JANE,Nonfiction General,Jane Velez-Mitchell,EXPOSED,female
0062049577,WINSPEAR JACQUELINE,Mystery/Detective,Jacqueline Winspear,ELEGY FOR EDDIE,female
0061692042,FORD RICHARD,Fiction General,Richard Ford,CANADA,male
1451648138,BURKE JAMES LEE,Suspense/Thrillers,James Lee Burke,CREOLE BELLE,male
0399157840,BRANDMAN MICHAEL,Mystery/Detective,Michael Brandman,ROBERT B. PARKER&#39;S KILLING THE BLUES,multi
0399157336,COULTER CATHERINE,Suspense/Thrillers,Catherine Coulter,BOMBSHELL,female
0061957917,HARRISON KIM,Fantasy,Kim Harrison,EVER AFTER,female
1451635834,BECK GLENN,Suspense/Thrillers,Glenn Beck,THE EYE OF MOLOCH,male
0446537519,PAUL RON,Biography/Autobiography/Memoir,Ron Paul,THE REVOLUTION,male
1400067553,BOO KATHERINE,Nonfiction General,Katherine Boo,BEHIND THE BEAUTIFUL FOREVERS,female
0385353774,HALLBERG GARTH RISK,Fiction General,Garth Risk Hallberg,CITY ON FIRE,male
1594487871,VOWELL SARAH,History/Law/Political Science,Sarah Vowell,UNFAMILIAR FISHES,female
034550075X,GARWOOD JULIE,Romance,Julie Garwood,FIRE AND ICE,female
0061348139,DAVIDSON DIANE MOTT,Mystery/Detective,Diane Mott Davidson,FATALLY FLAKY,female
0385340273,STEEL DANIELLE,Romance,Danielle Steel,MATTERS OF THE HEART,female
0316079928,WEEKS BRENT,Fantasy,Brent Weeks,THE BROKEN EYE,male
1594202249,PYNCHON THOMAS,Fiction General,Thomas Pynchon,INHERENT VICE,male
039915986X,WOODS STUART,Mystery/Detective,Stuart Woods,COLLATERAL DAMAGE,male
1451620691,DEAVER JEFFERY,Mystery/Detective,Jeffery Deaver,CARTE BLANCHE,male
034550691X,HOWARD LINDA,Romance,Linda Howard,PREY,female
145161778X,WEINER JENNIFER,Fiction General,Jennifer Weiner,ALL FALL DOWN,female
0399157654,WOODS STUART,Mystery/Detective,Stuart Woods,SON OF STONE,male
0307378411,MCCALL SMITH ALEXANDER,Mystery/Detective,Alexander McCall Smith,THE MINOR ADJUSTMENT BEAUTY SALON,male
1451695187,ALEXANDER EBEN,Biography/Autobiography/Memoir,Eben Alexander,PROOF OF HEAVEN,male
006178480X,ROLLINS JAMES,Suspense/Thrillers,James Rollins,THE EYE OF GOD,male
0446540943,BUCKLEY CHRISTOPHER,Biography/Autobiography/Memoir,Christopher Buckley,LOSING MUM AND PUP,male
0525954678,OFFERMAN NICK,Humor,Nick Offerman,GUMPTION,male
1400069556,DELL&#39;ABATE GARY,Biography/Autobiography/Memoir,Gary Dell&#39;Abate with Chad Millman,THEY CALL ME BABA BOOEY,multi
0385533411,MCEWAN IAN,Fiction General,Ian McEwan,SOLAR,male
0385529988,LEOVY JILL,Nonfiction General,Jill Leovy,GHETTOSIDE,female
0670025445,PHILBRICK NATHANIEL,History/Law/Political Science,Nathaniel Philbrick,BUNKER HILL,male
1455532703,BRUNI FRANK,Nonfiction General,Frank Bruni,WHERE YOU GO IS NOT WHO YOU&#39;LL BE,male
0547573146,SCHWEIZER PETER,History/Law/Political Science,Peter Schweizer,THROW THEM ALL OUT,male
039306901X,LEWIS MICHAEL,Biography/Autobiography/Memoir,Michael Lewis,HOME GAME,male
0385346999,HARRIS NEIL PATRICK,Biography/Autobiography/Memoir,Neil Patrick Harris with David Javerbaum,NEIL PATRICK HARRIS: CHOOSE YOUR OWN AUTOBIOGRAPHY,multi
0307394972,BOHJALIAN CHRIS A.,Fiction General,Chris Bohjalian,SECRETS OF EDEN,male
0670023655,FRENCH TANA,Mystery/Detective,Tana French,BROKEN HARBOR,female
1101903821,RIVERS MELISSA,Biography/Autobiography/Memoir,Melissa Rivers,THE BOOK OF JOAN,female
1476706417,BURNETT CAROL,Biography/Autobiography/Memoir,Carol Burnett,CARRIE AND ME,female
0385523238,GRUEN SARA,Fiction General,Sara Gruen,AT THE WATER&#39;S EDGE,female
0307960498,NESBO JO,Mystery/Detective,Jo Nesbo,POLICE,multi
1439128243,BURKE JAMES LEE,Mystery/Detective,James Lee Burke,RAIN GODS,male
0809094665,BACON JOHN U.,Health/Fitness/Medicine/Sports,John U Bacon,THREE AND OUT,male
0758280343,FLUKE JOANNE,Mystery/Detective,Joanne Fluke,RED VELVET CUPCAKE MURDER,female
1608325814,ANGELOPOULOS GIANNA,Biography/Autobiography/Memoir,Gianna Angelopoulos,MY GREEK DRAMA,female
031609966X,HILDERBRAND ELIN,Fiction General,Elin Hilderbrand,SILVER GIRL,female
0062322842,ATTKISSON SHARYL,History/Law/Political Science,Sharyl Attkisson,STONEWALLED,female
0399156267,WHITE RANDY WAYNE,Mystery/Detective,Randy Wayne White,DEEP SHADOW,male
1451649320,MORTON KATE,Fiction General,Kate Morton,THE LAKE HOUSE,female
1476763127,CLARK MARY HIGGINS,Fiction General,Mary Higgins Clark and Alafair Burke,THE CINDERELLA MURDER,multi
0446573256,KENYON SHERRILYN,Romance,Sherrilyn Kenyon,BORN OF SHADOWS,female
0061836923,LEHANE DENNIS,Mystery/Detective,Dennis Lehane,MOONLIGHT MILE,male
1476744831,SHIELDS DAVID,Biography/Autobiography/Memoir,David Shields and Shane Salerno,SALINGER,multi
0316176532,ATKINSON KATE,Fiction General,Kate Atkinson,A GOD IN RUINS,female
0812992970,WALKER KAREN THOMPSON,Fiction General,Karen Thompson Walker,THE AGE OF MIRACLES,female
1439128294,BURKE JAMES LEE,Mystery/Detective,James Lee Burke,THE GLASS RAINBOW,male
1451677871,FITTON TOM,History/Law/Political Science,Tom Fitton,THE CORRUPTION CHRONICLES,male
0345495969,HAMILTON LAURELL K.,Romance,Laurell K Hamilton,DIVINE MISDEMEANORS,female
0345486560,HOWARD LINDA,Romance,Linda Howard,BURN,female
0553391887,MACOMBER DEBBIE,Romance,Debbie Macomber,LAST ONE HOME,female
1401310400,CASTLE RICHARD,Mystery/Detective,Richard Castle,HEAT WAVE,male
1455512613,KING CAROLE,Biography/Autobiography/Memoir,Carole King,A NATURAL WOMAN,female
0385344058,BRADLEY ALAN,Mystery/Detective,Alan Bradley,THE DEAD IN THEIR VAULTED ARCHES,male
1594202346,REID T. R.,Health/Fitness/Medicine/Sports,T R Reid,THE HEALING OF AMERICA,male
1934781630,EGGERS DAVE,History/Law/Political Science,Dave Eggers,ZEITOUN,male
1250045444,IRVING NICHOLAS,Biography/Autobiography/Memoir,Nicholas Irving with Gary Brozek,THE REAPER,multi
1594202656,BETANCOURT INGRID,Biography/Autobiography/Memoir,Ingrid Betancourt,EVEN SILENCE HAS AN END,female
1476763305,ROBERTSON KAY,Biography/Autobiography/Memoir,Kay Robertson and others with Beth Clarkl,THE WOMEN OF DUCK COMMANDER,multi
0307718123,BRINKER NANCY G.,Biography/Autobiography/Memoir,Nancy G Brinker with Joni Rodgers,PROMISE ME,female
0385533020,PALAHNIUK CHUCK,Fiction General,Chuck Palahniuk,DAMNED,male
0062132563,FRANK DOROTHEA BENTON,Fiction General,Dorothea Benton Frank,ALL THE SINGLE LADIES,female
0670021334,PLOUFFE DAVID,History/Law/Political Science,David Plouffe,THE AUDACITY TO WIN,male
1476763534,ROBERTSON JASE,Biography/Autobiography/Memoir,Jase Robertson with Mark Schlabach,GOOD CALL,male
0345526546,BERRY STEVE,Mystery/Detective,Steve Berry,THE KING&#39;S DECEPTION,male
0345541405,KELLERMAN JONATHAN,Mystery/Detective,Jonathan Kellerman,BREAKDOWN,male
0307271862,MANKELL HENNING,Mystery/Detective,Henning Mankell,THE MAN FROM BEIJING,multi
0316334529,HILDERBRAND ELIN,Fiction General,Elin Hilderbrand,THE RUMOR,female
0312651325,EVANOVICH JANET,Romance,Janet Evanovich and Dorien Kelly,THE HUSBAND LIST,multi
0547250258,LARSON KATE CLIFFORD,Biography/Autobiography/Memoir,Kate Clifford Larson,ROSEMARY,female
0385527721,ANDERSON CARL,Religion/Bibles,Carl A Anderson and Eduardo Chávez,OUR LADY OF GUADALUPE,multi
0307700232,WARD GEOFFREY C.,Biography/Autobiography/Memoir,Geoffrey C Ward and Ken Burns,THE ROOSEVELTS,multi
0374173257,MOYO DAMBISA,History/Law/Political Science,Dambisa Moyo,HOW THE WEST WAS LOST,female
0307587878,RICE CONDOLEEZZA,Biography/Autobiography/Memoir,Condoleezza Rice,"EXTRAORDINARY, ORDINARY PEOPLE",female
0399155996,CUSSLER CLIVE,Action/Adventure,Clive Cussler and Justin Scott,THE WRECKER,multi
1400065933,FLAGG FANNIE,Fiction General,Fannie Flagg,I STILL DREAM ABOUT YOU,female
0345530411,HAMILTON TYLER,Health/Fitness/Medicine/Sports,Tyler Hamilton and Daniel Coyle,THE SECRET RACE,multi
1400069106,ALFORD MIMI,Biography/Autobiography/Memoir,Mimi Alford,ONCE UPON A SECRET,female
0525953019,GARWOOD JULIE,Romance,Julie Garwood,HOTSHOT,female
0062061844,LUCCI SUSAN,Biography/Autobiography/Memoir,Susan Lucci,ALL MY LIFE,female
0385350287,MATHIS AYANA,Fiction General,Ayana Mathis,THE TWELVE TRIBES OF HATTIE,female
0307377903,HAIDT JONATHAN,Religion/Bibles,Jonathan Haidt,THE RIGHTEOUS MIND,male
1439199353,DIAMANT ANITA,Fiction General,Anita Diamant,THE BOSTON GIRL,female
0062193643,NELSON WILLIE,Biography/Autobiography/Memoir,Willie Nelson,ROLL ME UP AND SMOKE ME WHEN I DIE,male
0553807137,KOONTZ DEAN R.,Fiction General,Dean Koontz,YOUR HEART BELONGS TO ME,male
0553447432,DESMOND MATTHEW,Nonfiction General,Matthew Desmond,EVICTED,male
1439172560,JULY MIRANDA,Fiction General,Miranda July,THE FIRST BAD MAN,female
0399155414,PARKER ROBERT B.,Suspense/Thrillers,Robert B Parker,NIGHT AND DAY,male
1594205965,PANETTA LEON,Biography/Autobiography/Memoir,Leon Panetta with Jim Newton,WORTHY FIGHTS,multi
1439102252,FISHER CARRIE,Biography/Autobiography/Memoir,Carrie Fisher,WISHFUL DRINKING,female
0393247686,ZAKARIA FAREED,Nonfiction General,Fareed Zakaria,IN DEFENSE OF A LIBERAL EDUCATION,male
0399157379,QUICK AMANDA,Romance,Amanda Quick,QUICKSILVER,female
1400065941,FLAGG FANNIE,Fiction General,Fannie Flagg,THE ALL-GIRL FILLING STATION&#39;S LAST REUNION,female
0525958002,TAYLOR JOHN,Biography/Autobiography/Memoir,John Taylor with Tom Sykes,IN THE PLEASURE GROOVE,male
1416586598,THOR BRAD,Suspense/Thrillers,Brad Thor,FOREIGN INFLUENCE,male
1451661061,GIFFORDS GABRIELLE,Biography/Autobiography/Memoir,Gabrielle Giffords and Mark Kelly with Jeffrey Zaslow,GABBY,multi
0670014893,LE CARRE JOHN,Mystery/Detective,John le Carre,A DELICATE TRUTH,male
160239802X,VENTURA JESSE,Nonfiction General,Jesse Ventura with Dick Russell,AMERICAN CONSPIRACIES,multi
0060565284,BRINKLEY DOUGLAS,Biography/Autobiography/Memoir,Douglas Brinkley,THE WILDERNESS WARRIOR,male
1476758794,GREGORY PHILIPPA,Fiction General,Philippa Gregory,THE TAMING OF THE QUEEN,female
0061374261,BRINKLEY DOUGLAS,Biography/Autobiography/Memoir,Douglas Brinkley,CRONKITE,male
0345539818,BROWN PIERCE,Fiction General,Pierce Brown,GOLDEN SON,male
0804136750,ALLEN JONATHAN,Biography/Autobiography/Memoir,Jonathan Allen and Amie Parnes,HRC,multi
0385530803,KAKU MICHIO,Reference,Michio Kaku,PHYSICS OF THE FUTURE,male
147675666X,THOMAS MATTHEW,Fiction General,Matthew Thomas,WE ARE NOT OURSELVES,male
1936488299,CORSI JEROME R.,History/Law/Political Science,Jerome R Corsi,WHERE&#39;S THE BIRTH CERTIFICATE?,male
0062072226,SENIOR JENNIFER,Reference,Jennifer Senior,ALL JOY AND NO FUN,female
0385523920,SIDES HAMPTON,History/Law/Political Science,Hampton Sides,HELLHOUND ON HIS TRAIL,male
145162803X,EVANS RICHARD PAUL,Fiction General,Richard Paul Evans,A WINTER DREAM,male
0143116428,OBAMA BARACK HUSSEIN,History/Law/Political Science,Barack Obama,THE INAUGURAL ADDRESS 2009,male
0312384394,FURY DALTON,History/Law/Political Science,Dalton Fury,KILL BIN LADEN,male
0307700186,COELHO PAULO,Horror/Occult/Psychological,Paulo Coelho,ALEPH,multi
1416563814,JANCE J. A.,Suspense/Thrillers,JA Jance,FATAL ERROR,female
1476749116,CLARK MARY HIGGINS,Suspense/Thrillers,Mary Higgins Clark,THE MELODY LINGERS ON,female
0399161759,ORR BOBBY,Biography/Autobiography/Memoir,Bob Orr,ORR,male
