ISBN,Title,FirstDate,LastDate
451474627,THE FORGOTTEN ROOM,2/7/2016,Not Found
756407451,REDOUBT,10/21/2012,Not Found
802119794,DRAWING CONCLUSIONS,4/10/2011,Not Found
62248391,HOUSE OF EARTH,2/24/2013,Not Found
374266328,THE SNOW QUEEN,5/25/2014,Not Found
345524497,EMBASSYTOWN,6/5/2011,Not Found
1401323588,AND ANOTHER THING...,11/1/2009,Not Found
765324121,OUT OF THE DARK,10/17/2010,Not Found
147670631X,HEROES PROVED,12/9/2012,Not Found
1400068649,THE LAST TIME I SAW YOU,4/25/2010,Not Found
812995228,AMONG THE TEN THOUSAND THINGS,8/9/2015,Not Found
61655953,RECKLESS,5/16/2010,Not Found
345510585,TREASON AT LISSON GROVE,4/24/2011,Not Found
307959961,GHOSTMAN,3/10/2013,Not Found
812997174,THE HIGH MOUNTAINS OF PORTUGAL,2/28/2016,Not Found
62377183,MORIARTY,1/11/2015,Not Found
345539788,RED RISING,2/16/2014,Not Found
525427090,MISS JULIA LAYS DOWN THE LAW,4/26/2015,Not Found
1250077176,EVERYBODY RISE,9/6/2015,Not Found
1595542884,GREEN,9/20/2009,Not Found
1416563792,CRUEL INTENT,12/21/2008,Not Found
1416543031,LONG DRIVE HOME,6/12/2011,Not Found
765326264,A DOG&#39;S PURPOSE,8/8/2010,Not Found
765375869,LOCK IN,9/14/2014,Not Found
451462548,THE SHADOW QUEEN,3/22/2009,Not Found
804188971,THE GROWNUP,11/22/2015,Not Found
034550920X,VORTEX,12/19/2010,Not Found
1250061563,AFTER THE STORM,8/2/2015,Not Found
385534930,DISSIDENT GARDENS,9/29/2013,Not Found
039915583X,KNIT TWO,12/14/2008,12/28/2008
345536703,BLIND JUSTICE,9/15/2013,Not Found
1476734615,THE DAUGHTERS OF MARS,9/8/2013,Not Found
374280592,THE LAUGHING MONSTERS,11/23/2014,Not Found
006194100X,WISHIN&#39; AND HOPIN&#39;,11/29/2009,Not Found
345535405,THE LAST VICTIM,8/26/2012,Not Found
670025836,LOOKING FOR ME,6/16/2013,Not Found
451474473,MARKED IN FLESH,3/27/2016,Not Found
1439133948,CRYOBURN,11/7/2010,Not Found
345548388,DEATH ON BLACKHEATH,4/13/2014,Not Found
316098868,STELLA BAIN,12/1/2013,Not Found
62069888,CAPITOL MURDER,4/22/2012,Not Found
1455525588,THE STORY OF GOD AND ALL OF US,3/31/2013,Not Found
307394999,THE NIGHT STRANGERS,10/23/2011,Not Found
375422757,I SEE YOU EVERYWHERE,11/2/2008,Not Found
1594489769,THE SURRENDERED,3/28/2010,Not Found
446510300,KILL FOR ME,2/22/2009,Not Found
756405246,FOUNDATION,10/26/2008,Not Found
1250007046,BLUEPRINTS,6/28/2015,Not Found
425245535,AGONY OF THE LEAVES,3/25/2012,Not Found
1416571663,FINE JUST THE WAY IT IS,9/28/2008,Not Found
804138567,BITTERSWEET,6/1/2014,Not Found
006085202X,QUEEN OF BABBLE GETS HITCHED,7/13/2008,Not Found
399156542,IN HARM&#39;S WAY,8/22/2010,Not Found
1476709211,THE FALL,5/24/2015,Not Found
61432660,NUCLEAR JELLYFISH,2/15/2009,Not Found
1250029570,THE DEAD WILL TELL,7/27/2014,Not Found
525429476,THE EXPATRIATES,1/31/2016,Not Found
385340850,THE COOKBOOK COLLECTOR,8/15/2010,Not Found
1400068266,A DOUBTER&#39;S ALMANAC,3/6/2016,3/13/2016
316096156,PRIVATE:,7/18/2010,9/12/2010
1451608128,TRAIL OF THE SPELLMANS: DOCUMENT,3/18/2012,Not Found
316097403,PRIVATE: #1 SUSPECT,1/22/2012,3/11/2012
1429983760,BAD MOON RISING,8/23/2009,9/6/2009
451224507,THE SECRET SERVANT,8/10/2008,9/21/2008
312383343,PLUM SPOOKY,1/25/2009,3/8/2009
739328248,ONE DAY AT A TIME,3/15/2009,4/12/2009
1427206039,PATHS OF GLORY,3/22/2009,4/12/2009
451228574,LOVER AVENGED,5/17/2009,6/14/2009
739328460,GONE TOMORROW: A JACK REACHER NOVEL,6/7/2009,7/5/2009
316043908,THE CASTAWAYS,7/26/2009,8/9/2009
1401394530,THE ELEVENTH VICTIM,8/30/2009,10/4/2009
440338789,DREAMFEVER,9/6/2009,9/20/2009
1101081449,THE MAGICIANS,8/30/2009,9/6/2009
345516770,A PRINCESS OF LANDOVER,9/6/2009,Not Found
312946517,VANISHED,9/6/2009,9/13/2009
446557788,ALEX CROSS&#39;S &#39;TRIAL&#39;,9/13/2009,10/25/2009
1416525677,206 BONES,9/13/2009,10/4/2009
1429962925,THE WAR AFTER ARMAGEDDON,10/4/2009,Not Found
316071741,A CHANGE in ALTITUDE,10/11/2009,10/18/2009
1459215153,THE PERFECT CHRISTMAS,10/18/2009,10/25/2009
553907049,FROSTBITTEN,10/18/2009,Not Found
345518149,EVIDENCE,10/25/2009,11/8/2009
