ISBN,Publisher,Dewey,LC,Title,Number of Pages,Publish Place,Subject Place,Subject,Publish Date,on_NYT,publisher_id,publishplace_id,dewey_id,publisher_freq,publish_place_freq,dewey_freq,Author,author_id,author_frequency
1400051576,Three Rivers Press,304.2,GF41 .H39 2004,The last hours of ancient sunlight,378,New York,0,100.75,2004,0,1234,270,456,0,729,0,Thom Hartmann,1495,0
073945529X,"Little, Brown & Co.",,,"Blink, The Power of Thinking Without Thinking",,,0,0,2005,0,780,0,0,2,0,0,,0,0
097212179X,Jones Books,823/.7,PR4036 .W56 2004,Tea with Jane Austen,108,"Madison, Wis",59,17.4,2004,0,171,160,106,0,0,0,Kim Wilson,1604,0
684718057,Scribner,,,The old man and the sea.,127,New York,3,33.07407407,1965,0,505,270,0,31,729,0,Ernest Hemingway,223,0
1574671324,Amadeus Press,,,The John Adams Reader,455,,35,33.4,2006,0,951,0,0,0,0,0,Thomas May,1824,0
076455302X,IDG Books Worldwide,306.7,HQ31 .W497 2001,Sex for dummies,402,"Foster City, CA",0,0.125,2001,0,436,228,219,0,0,0,Ruth K. Westheimer,786,0
1932073205,HJ Kramer,,,Way of the Peaceful Warrior,240,,0,141,2006,0,846,0,0,0,0,0,Dan Millman,2128,0
140009691X,Vintage International,,,The complete stories of Truman Capote,300,New York,0,1,2005,0,1128,270,0,0,729,0,Truman Capote,1944,0
067960085X,Modern Library,813/.54,PS3505.A59 A6 1994,Breakfast at Tiffany's,161,New York,38,58,1994,0,1343,270,345,0,729,667,Truman Capote,1944,0
073933364X,RH Audio,,,In Cold Blood,,,0.5,76.53846154,2006,0,1278,0,0,0,0,0,Truman Capote,1944,0
1883011949,Library of America,813/.52,PS3545.H16 A6 2001b,"Collected stories, 1911-1937",848,New York,38,93.75,2001,0,654,270,69,0,729,0,Edith Wharton,483,0
1597770078,Phoenix Audio,,,Dirk Gently,,,0,0,2005,0,461,0,0,0,0,0,Douglas Adams,2158,0
067002922X,Viking Books,,,Whitethorn,1,,0,28.5,2005,0,964,0,0,1,0,0,Bryce Courtenay,2230,0
8466305130,"Suma de letras, Punto de Lectura",,,El coleccionista de huesos (The Bone Collector),640,,0,402,2001,0,75,0,0,0,0,0,Jeffery Deaver,1270,10
9626343583,Naxos Audiobooks,,,Moby Dick,,,12.5,3.46875,2006,0,774,0,0,0,0,0,Herman Melville,837,0
1593080182,Barnes & Noble Classics,,,Moby-Dick (Barnes & Noble Classics Series) (Barnes & Noble Classics),752,,12.5,3.46875,2003,0,1520,0,0,0,0,0,Herman Melville,837,0
019274156X,Oxford University Press,[Fic],PZ7.M1286 Mo 1996,"Moby Dick, or, The white whale",103,Oxford,0,0,1996,0,152,16,236,0,0,4,Geraldine McCaughrean,1354,0
1854583522,Vacation-Work,,,Teaching English Abroad,574,,0,45,2006,0,434,0,0,0,0,0,Susan Griffith,2142,0
157174102X,Hampton Roads Publishing Company,,,The Ultimate Time Machine,256,,0,0.5,1998,0,46,0,0,0,0,0,Joseph McMoneagle,2225,0
1842124021,"Phoenix Press, WC2",,,Complete Short Stories of H. G. Wells,864,,25,36.8,2001,0,1550,0,0,0,0,0,H. G. Wells,963,0
1400083117,Three Rivers Press,,,Blood Done Sign My Name,368,,4.333333333,25.75,2005,0,1234,0,0,0,0,0,Timothy B. Tyson,2283,0
1860465021,Harvill Pr,,,Year of the Death of Ricardo Reis,384,,0,0,1998,0,1180,0,0,0,0,0,José Saramago,1355,0
8466312803,Punto de Lectura,,,El Hombre Duplicado/the Double (Punto de Lectura),448,,0,0,2004,0,533,0,0,0,0,0,,0,0
8466314741,Punto de Lectura,,,Ensayo Sobre la Lucidez / Awakening,464,,0,0,2005,0,533,0,0,0,0,0,,0,0
846630679X,Punto de Lectura,,,La caverna = A caverna,441,,0,0,2002,0,533,0,0,0,0,0,José Saramago,1355,0
9587043642,Alfaguara,,,Las intermitencias de la muerte,280,,0,3,2005,0,1066,0,0,0,0,0,José Saramago,1355,0
089009389X,Castle,,,The treasured writings of Kahlil Gibran.,902,"[Secaucus, N.J.]",0,100.75,1985,0,274,17,0,0,0,0,Kahlil Gibran,1698,0
000100039X,Laurier Books Ltd. /AES,,,The Prophet,133,,0,51.9,2003,0,837,0,0,0,0,0,Kahlil Gibran,1698,0
382960226X,Schirmer/Mosel,,ND237.D334 A4 2006,Willem de Kooning,83,[Munich],35,50.375,2006,0,879,327,0,0,0,0,Willem De Kooning,2101,0
1416500391,Pocket,,,Gulliver's Travels and A Modest Proposal,416,,0,0,2005,0,696,0,0,1,0,0,Jonathan Swift,1428,0
1556434952,North Atlantic Books,843/.914,E895 .D43 2004,Empire 2.0,135,"Berkeley, Calif",19.5,0.5,2004,0,1131,209,464,0,0,0,Régis Debray,1878,0
1931082308,Library of America,813/.4,PS2112 2003,"Novels, 1896-1899",1035,New York,0,11.72727273,2003,0,654,270,214,0,729,0,Henry James Jr.,475,0
193108288X,Library of America,813/.4,PS2112 2006,"Novels, 1901-1902",,New York,0,11.72727273,2006,0,654,270,214,0,729,0,Henry James Jr.,475,0
1883011094,Library of America,,,"Complete stories, 1892-1898",948,New York,19.5,33.42857143,1996,0,654,270,0,0,729,0,Henry James Jr.,475,0
1590171624,New York Review Books,813/.4,PS2112 .T65 2005,The New York stories of Henry James,,New York,38,7.5,2005,0,58,270,214,0,729,0,Henry James Jr.,475,0
019283360X,"Oxford University Press, USA",,,The Canterbury Tales (Oxford World's Classics),412,,21.2,12.7826087,1998,0,1427,0,0,0,0,0,Geoffrey Chaucer,22,0
014042234X,Penguin Classics,,,The Canterbury Tales,1328,,21.2,12.7826087,2005,0,196,0,0,0,0,0,Geoffrey Chaucer,22,0
039475526X,Vintage Books,892/.736,PJ7850.U514 M8413 1989,Cities of salt,627,New York,0,7.666666667,1989,0,940,270,383,0,729,0,ʻAbd al-Raḥmān Munīf,2267,0
1568813074,AK Peters,,,Advanced Global Illumination,366,,0,0,2006,0,991,0,0,0,0,0,,0,0
074754655X,Bloomsbury Publishing PLC,,,Snow Falling on Cedars,404,,5.1,27.89285714,1999,0,1317,0,0,0,0,0,David Guterson,2193,0
1558745157,Health Communications,362.7/6/092,HV881 .P45 1997,The lost boy,340,"Deerfield Beach, Fla",27,0.344827586,1997,0,1542,299,419,0,0,0,David J. Pelzer,2054,0
1565848268,New Press,,,A people's history of the United States,619,New York,35,43.77777778,2003,0,1349,270,0,0,729,0,Howard Zinn,533,0
039574010X,Houghton Mifflin,,,The Old Way of Seeing,256,,35,44.66666667,1995,0,280,0,0,0,0,0,Jonathan Hale,1515,0
006091307X,Perennial Library,813/.54 ,PS3566.Y55  C79 1986,The crying of lot 49,183,New York,46,0.777777778,,0,1576,270,316,0,729,0,Thomas Pynchon,1382,2
094089548X,Cornerstone Press Chicago,820.9/3823,PN49 .H345 2002,Christian mythmakers,303,Chicago,0,15.27272727,2002,0,848,323,4,0,0,0,Rolland Hein,1585,0
1419154079,Kessinger Publishing,,,The Birth Of Tragedy,84,,0,23.70588235,2004,0,937,0,0,0,0,0,Friedrich Nietzsche,1019,0
140015068X,Tantor Media,,,The Tragedy of Pudd'nhead Wilson,,,0,0,2002,0,518,0,0,0,0,0,Mark Twain,1430,0
1559704640,Arcade Pub.,128,BD450 .C5413 1998,A short history of decay,181,New York,0,0.6,1998,0,1527,270,75,0,729,0,E. M. Cioran,1293,0
078690206X,"TSR, Inc.",813/.54,PS3558.U324 S36 1995,Scholar of decay,313,"Lake Geneva, WI",0,83.5,1995,0,1290,313,345,0,0,667,Tanya Huff,1481,0
052594978X,Dutton,813/.54,PS3553.H4367 B87 2007,Burning bright,,New York,20,4.333333333,2007,0,793,270,345,34,729,667,Tracy Chevalier,1971,1
3471772537,List,,,Wenn Engel fallen. Roman.,384,,0,0,2002,0,1436,0,0,0,0,0,Tracy Chevalier,1971,1
1857093313,National Gallery London,,,Tom Hunter,80,,0,0,2006,0,1684,0,0,0,0,0,,0,0
1421506130,Viz,,,Bleach.,178,"San Francisco, CA",1,24.22222222,2006,0,1219,325,0,0,0,0,Tite Kubo,2118,0
1591164419,BleachCenter1,,,Bleach Volume 1,200,,1,2.333333333,2015,0,247,0,0,0,0,0,Tite Kubo,2118,0
1421506122,Viz,,,Bleach.,192,"San Francisco, CA",1,24.22222222,2006,0,1219,325,0,0,0,0,Tite Kubo,2118,0
1421502712,Viz,,,Bleach.,206,"San Francisco, CA",1,24.22222222,2006,0,1219,325,0,0,0,0,Tite Kubo,2118,0
1421504030,Viz,,,Bleach.,192,"San Francisco, CA",1,24.22222222,2006,0,1219,325,0,0,0,0,Tite Kubo,2118,0
4088736214,Shueisha,,,Deathnote Vol. 1  (in Japanese),191,,0,4.714285714,,0,365,0,0,0,0,0,Tsugumi Ohba,1287,0
4088736710,Shueisha,,,Deathnote Vol. 4  (in Japanese),202,,0,4.714285714,,0,365,0,0,0,0,0,Tsugumi Ohba,1287,0
4088736524,Shueisha,,,Deathnote Vol. 3  (in Japanese),191,,0,4.714285714,2004,0,365,0,0,0,0,0,Tsugumi Ohba,1287,0
3257228007,Diogenes,,,Das Parfum,319,Zürich,12,0.5,1994,0,1228,233,0,0,0,0,Patrick Süskind,1325,0
4088732138,Shueisha,,,"Bleach, Volume 1 (Japanese Edition)",189,,0,2.6,2002,0,365,0,0,0,0,0,Obihito Kubo,1184,0
2723442276,Glénat,,,"Bleach, Tome 1 (French Edition)",187,,0,0,2003,0,1084,0,0,0,0,0,Taito Kubo,214,0
1587263882,Ann Arbor Media,,,Robinson Crusoe,288,,0,3.597014925,2006,0,745,0,0,0,0,0,Daniel Defoe,2119,0
1555176801,Council Press,813/.4,PS1322 .H84 2003,Huck Finn & Tom Sawyer among the Indians,277,"Springville, Utah",0,28.16666667,2003,0,597,113,214,0,0,0,Mark Twain,1430,0
1883011884,Library of America,813/.4,PS1302 2000,"Huck Finn; Pudd'nhead Wilson; No. 44, the mysterious stranger; and other writings",808,New York,6.714285714,4.071428571,2000,0,654,270,214,0,729,0,Mark Twain,1430,0
1594481776,Riverhead Books,813.6,,The Kite Runner,371,"New York, USA",0.75,17.35,2005,0,1526,367,243,9,51,4,Khaled Hosseini,1588,2
8777147200,,,,Drage Loberen,,,0,0,,0,0,0,0,0,0,0,Khaled Hosseini,1588,2
1589199502,RiverOak Pub.,813/.4,PS1016 .H57 2002,Louisa May Alcott's Christmas treasury,282,"Tulsa, Okla",0,201,2002,0,1221,196,214,0,0,0,Louisa May Alcott,647,0
1402713193,Sterling Pub.,[Fic],PZ7.D8542 Se 2005,The secret garden,152,New York,13,18.2,2005,0,873,270,236,0,729,4,Martha Hailey Dubose,1538,0
1594030863,Encounter Books,,,Black Rednecks and White Liberals,372,,0,17.6,2005,0,959,0,0,0,0,0,Thomas Sowell,117,0
1893007162,Alcoholics Anonymous World Services,362.2/92,HV5275 .W15 2001,Alcoholics Anonymous,575,New York City,0,56.4,2001,0,888,234,434,0,2,0,,0,0
345833422X,"Insel, Frankfurt",,,"April, May und June.",88,,0,0,1995,0,1107,0,0,0,0,0,Elizabeth von Arnim,563,0
1420925431,Digireads.com,,,A Room With a View,120,,16.75,40.33333333,2005,0,1488,0,0,0,0,0,E. M. Forster,102,0
1594200823,Penguin Press,394.1/2,GT2850 .P65 2006,The Omnivore's Dilemma,450,"New York, USA",10.6,30.84,2006,0,1271,367,164,5,51,0,Michael Pollan,2008,0
074326004X,Simon & Schuster,,,Assassination Vacation,,,0,0,,0,470,0,0,62,0,0,,0,0
1594200939,Penguin Press,973.3092/2,E302.5 .W82 2006,Revolutionary characters,,New York,35,18.4,2006,0,1271,270,184,5,729,0,Gordon S. Wood,54,0
1860460585,The Harvill Press,,,The Bridge Over the Drina,314,,0,0,1994,0,634,0,0,0,0,0,Ivo Andrić,738,0
225393321X,LGF,,,Le Pont sur la Drina,380,,0,0,1999,0,1588,0,0,0,0,0,,0,0
3785533950,"Loewe Vlg., Bindlach",,,Cindy macht ihren Weg. LeseRiese.,340,,0,0,1999,0,1460,0,0,0,0,0,Jean Estoril,2025,0
3785530889,"Loewe Vlg., Bindlach",,,Cindy träumt vom Tanzen. LeseRiese.,326,,0,0,1997,0,1460,0,0,0,0,0,Jean Estoril,2025,0
1904919103,Collector's Library,,,"Selected Writings from ""Protagoras"", ""Republic"", ""Phaedrus"" and ""Gorgias""",160,,0,0,2004,0,1540,0,0,0,0,0,Plato,821,0
1420926845,Digireads.com,,,"Phaedrus, Apology, Crito, And Symposium",144,,0,0,2006,0,1488,0,0,0,0,0,Plato,821,0
8424908872,Gredos,,,Diálogos II,461,"Madrid, Spain",0,0,1997,0,23,64,0,0,0,0,Plato,821,0
1416600302,Association for Supervision & Curriculum Deve,,,"Teaching with the Brain in Mind, Revised 2nd Edition",187,,0,0.285714286,2005,0,534,0,0,0,0,0,John Evans,878,0
1840466383,Icon,150,,Introducing mind & brain,176,Thriplow,0,69.85714286,2005,0,223,172,135,0,0,0,Angus Gellatly,1288,0
007001356X,McGraw Hill,468.6/421,PQ8098.1.L54 C84 1995,Diez Cuentos de Eva Luna,225,Boston,0.666666667,39.2,1995,0,33,6,190,0,3,0,Isabel Allende,1581,3
8401381630,Plaza & Janés,,PQ8098.1.L54 C84 1990b,Cuentos de Eva Luna,246,"Esplugues de Llobregat, Barcelona",0.666666667,39.2,1990,0,670,108,0,0,0,0,Isabel Allende,1581,3
006095129X,HarperLibros,863,PQ8098.1.L54 D4 1995,De amor y de sombra,267,"New York, NY",3,63.66666667,1995,0,442,53,268,0,19,0,Isabel Allende,1581,3
3100478258,S. Fischer,C813/.54,,Schiffbruch mit Tiger,381,Frankfurt am Maim,0,2.972222222,2004,0,1549,331,244,0,0,0,Yann Martel,1582,1
3518399608,Suhrkamp,,,Die Brücke über die Drina.,400,,0,0,2003,0,1437,0,0,0,0,0,,0,0
189044717X,"Grove Press, Open City Books",,,"Open City, #6",200,,0,0,2000,0,487,0,0,0,0,0,Michael Cunningham,1390,1
067976397X,Vintage Books,,,Corelli's mandolin,437,New York,0.333333333,58.91666667,1995,0,940,270,0,0,729,0,Louis de Bernières,1172,0
068809368X,Morrow,823,PR9619.3.M32 F57 1990,The first man in Rome,896,New York,0.25,54.41666667,1990,0,1562,270,247,1,729,1,Colleen McCullough,2249,0
038071082X,Avon,823,PR9619.3.M32 G7 1991,The grass crown,1077,New York,1,72.77777778,1992,0,1624,270,247,0,729,1,Colleen McCullough,2249,0
061870986X,Houghton Mifflin,,PS3565.B75 I5  2006,In the Lake of the Woods,303,Boston,17,52.33333333,2006,0,280,6,0,0,3,0,Tim O'Brien,616,0
8496284530,Roca Editorial,,,El Guardian (The Guardian),444,,0,4.833333333,2005,0,772,0,0,0,0,0,Nicholas Sparks,249,6
067003777X,Viking,813/.6,PS3616.E825 S67 2006,Special topics in calamity physics,514,New York,0,87,2006,0,63,270,287,25,729,205,Marisha Pessl,296,1
030726422X,Knopf,121,BD171 .F73 2006,On truth,101,New York,0,0,2006,0,1147,270,5,13,729,0,Harry G. Frankfurt,1055,0
074321076X,Scribner,,,Sarah Ban Breathnach's Mrs. Sharp's Traditions,256,,0,0,2001,0,505,0,0,31,0,0,Sarah Ban Breathnach,629,0
1421505479,Viz Media,741.5/952,PN6790.J33 M593 2006,Kare,186,"San Francisco, Calif",0,10.25,2006,0,448,192,222,0,0,0,Kaho Miyasaka,2086,0
1421505487,VIZ Media LLC,,,"Kare First Love, Volume 10",208,,0,0,2006,0,1354,0,0,0,0,0,Kaho Miyasaka,2086,0
087123596X,Bethany House,823/.8,PR4967 .D3 1984,The tutor's first love,238,"Minneapolis, Minn",4,140.5,1984,0,104,1,138,0,0,0,George MacDonald,1610,0
037306232X,silhouette,,,Boy In White,,,0,0,1987,0,933,0,0,0,0,0,Tessa Kay,893,0
1903582415,Merlin Pub.,941.7082409,DA965.H38 O26 2002,The modern prince,212,Dublin,7,2.333333333,2002,0,941,51,422,0,0,0,Justin O'Brien,40,0
055323370X,Bantam,,,Emily of New Moon,339,New York,0,47.75,1951,0,160,270,0,7,729,0,Lucy Maud Montgomery,1969,0
039305800X,W. W. Norton,823.912,,The new annotated Sherlock Holmes,907,New York,0,28.16666667,2006,0,1464,270,166,1,729,0,Arthur Conan Doyle,2072,0
1598870297,Highbridge Audio,,,Sherlock Holmes,,,0,3.8,2006,0,488,0,0,0,0,0,Arthur Conan Doyle,2072,0
1593082037,Barnes & Noble Classics,823/.8,PR4621 2003,"The Complete Sherlock Holmes, Volume I",,"New York, USA",19.66666667,16.4,2004,0,1520,367,138,0,51,0,Arthur Conan Doyle,2072,0
159052201X,Multnomah Publishers,248.4,BV4598.3 .W54 2003,The dream giver,157,"Sisters, Or",0,40.25,2003,0,1085,175,177,0,0,0,Bruce Wilkinson,596,0
1400097029,Vintage Books,,,The sea,195,New York,59,21.52173913,2006,0,940,270,0,0,729,0,John Banville,1595,0
037572530X,Vintage,,,Shroud,272,,0,50.8,2004,0,902,0,0,0,0,0,John Banville,1595,0
014018533X,Penguin Classics,,,The Third Man and The Fallen Idol (Penguin Twentieth-Century Classics),160,,0,58.42857143,1992,0,196,0,0,0,0,0,Graham Greene,1267,0
037570387X,Vintage Books,FIC,PR6069.M59 A97 2002,The autograph man,347,New York,0,0.2,2003,0,940,270,408,0,729,0,Zadie Smith,1073,1
8478886869,Salamandra,,,Dientes Blancos / White Teeth (Narrativa (Salamandra Publisher).),528,,0,402,2005,0,1183,0,0,0,0,0,Zadie Smith,1073,1
3426195461,"Droemersche Verlagsanstalt Th. Knaur Nachf., GmbH & Co.",,,Zähne zeigen.,,,0,0,2001,0,740,0,0,0,0,0,Zadie Smith,1073,1
1567922694,D.R. Godine,,PS2382 .W3 2004,Selected poems of Herman Melville,465,"Jaffrey, N.H",0,167,2004,0,1578,338,0,0,0,0,Herman Melville,837,0
014200202X,Penguin Books,823/.914,PR6056.L4 C37 2002,Casino royale,181,New York,18.5,7.625,2002,0,397,270,324,1,729,89,Ian Fleming,110,0
1904634001,Enitharmon Press,811.54,,Book of Haikus,240,London,0,42,2004,0,585,188,435,0,0,0,Jack Kerouac,1911,0
1842552473,Orion Children's Books (an Imprint of The Orion Publishing Group Ltd ),,,Ballet Shoes,192,,0,0.428571429,2004,0,253,0,0,0,0,0,Noel Streatfeild,1945,0
1405088567,Macmillan Children's Books,,,Miss Happiness and Miss Flower,96,,0,0,2006,0,882,0,0,0,0,0,Rumer Godden,386,0
1589971280,Tyndale House Publishers,,,Creative Correction,384,,0,402,2005,0,309,0,0,3,0,0,Lisa Whelchel,1663,0
083082605X,InterVarsity Press,233/.14,BT720 .B565 2000,Original sin,158,"Downers Grove, IL",0,28,2004,0,1340,5,371,0,0,0,Henri Blocher,555,0
1595820159,Dark Horse,,,Aliens,300,,0,167,2005,0,728,0,0,0,0,0,Michael Jan Friedman,99,0
1400096472,Vintage,,,A Taste for Death,480,,40,66.85714286,2005,0,902,0,0,0,0,0,P. D. James,1703,2
037575699X,Modern Library,863/.3,PQ6329 .A2 2001b,The history and adventures of the renowned Don Quixote,1132,New York,2.5,14.95652174,2001,0,1343,270,363,0,729,0,Miguel de Cervantes Saavedra,1732,0
1843607409,Ellora's Cave,,,Primal Heat,212,,0,81.2,2004,0,1683,0,0,0,0,0,Lora Leigh,24,0
1582430152,Counterpoint,823,PR9499.3.J5 H4 1999,Heat and dust,181,"Washington, D.C",3,60,1999,0,334,237,247,0,0,1,Ruth Prawer Jhabvala,1542,0
2266052357,European Book Co,,,Laffaire Toutankhamon,,,0,0,,0,1104,0,0,0,0,0,Jacq,743,0
070112766X,Chatto & Windus,813/.52,PS3515.A4347Z/,The life of Dashiell Hammett,344,London,0,1,1984,0,1533,188,69,0,0,0,"Johnson, Diane",271,0
8420466557,Alfaguara,,,Divorcio a la francesa,388,,0,0,2003,0,1066,0,0,0,0,0,,0,0
408873453X,Shueisha,,,Dragonball  (Perfect version) Vol. 10 (Dragon Ball (Kanzen ban)),218,,0,0,,0,365,0,0,0,0,0,Akira Toriyama,2175,0
8466617353,Ediciones B,,,Hyperion (Spanish edition),624,,0,0.2,2005,0,744,0,0,0,0,0,Dan Simmons,404,1
1568651759,Guildamerica Books,,,Hyperion Cantos,936,,0,0,1996,0,202,0,0,0,0,0,Dan Simmons,404,1
074720344X,Headline,823.914,,The fall of Hyperion.,468,,0,201,1991,0,166,0,119,0,0,0,Dan Simmons,404,1
2221090276,Robert Laffont,,,La Chute d'Hypérion,561,,0,0,2000,0,408,0,0,0,0,0,Dan Simmons,404,1
3453156390,Heyne,,,Der Sturz von Hyperion.,778,,0,0,1999,0,1382,0,0,0,0,0,Dan Simmons,404,1
3453215281,Heyne,,,Die Hyperion- Gesänge.,1449,,0,0,2002,0,1382,0,0,0,0,0,Dan Simmons,404,1
2266111574,Pocket,,,"Les cantos d'Hypérion, tome 2 ",,,0,0,2000,0,696,0,0,1,0,0,Dan Simmons,404,1
2221089561,Robert Laffont,,,"Le Cycle d'Hypérion, tome 3 ",,,0,0,1998,0,408,0,0,0,0,0,Dan Simmons,404,1
2266111396,Pocket,,,"Les Cantos d'Hypérion, tome 1 ",282,,0,0,2000,0,696,0,0,1,0,0,Dan Simmons,404,1
2266111566,Pocket,,,"Les Cantos d'Hypérion, tome 1 ",299,,0,0,1995,0,696,0,0,1,0,0,Dan Simmons,404,1
8440638736,Ediciones B,,,"Caida de Hyperion, La",,,0,0,1993,0,744,0,0,0,0,0,Dan Simmons,404,1
159307171X,Dark Horse Books,,,Michael Chabon Presents. . .The Amazing Adventures of the Escapist,152,USA,0,0,2004,0,1692,9,0,0,2,0,Bill Sienkiewicz,1699,0
8495501473,Suma de Ketras,,,American psycho,561,Madrid,12.5,15.14285714,2000,0,239,165,0,0,0,0,Bret Easton Ellis,1781,1
033048477X,Picador,,,American Psycho,416,,12.5,15.14285714,2000,0,1244,0,0,0,0,0,Bret Easton Ellis,1781,1
1400054206,Crown Forum,,,Godless,310,New York,35,30.25,2006,0,1202,270,0,0,729,0,Ann H. Coulter,1510,0
1416908161,Simon Pulse,[Fic],PZ7.H2887 Go 2004,Godless,198,New York,0,0.25,2005,0,1312,270,236,0,729,4,Pete Hautman,667,0
080701429X,Beacon Press,940.53/18092 B,D810.J4 F72713 2006,Man's Search for Meaning,165,"Boston, USA",2,5.96875,2006,0,845,231,128,0,0,0,Viktor E. Frankl,63,0
020161622X,Addison-Wesley,,QA76.6 .H857 2000,The Pragmatic Programmer,321,"Reading, Mass",0,0,2000,0,1635,179,0,0,0,0,"Hunt, Andrew",1554,0
1569246815,Marlowe,,HT123 .O52 1999,The great good place,336,New York,35,86.4,1999,0,1324,270,0,0,729,0,Ray Oldenburg,1035,0
037572740X,Vintage,,,The Cold Six Thousand,688,,8,63.54545455,2002,0,902,0,0,0,0,0,James Ellroy,1954,2
8173031010,"Pilgrims Publishing,India",,,Journey to the East,175,,0,187.3333333,2002,0,245,0,0,0,0,0,Hermann Hesse,1692,0
087700238X,Revisionist Press,833/.9/12,PT2617.E85 N433,Herman Hesse's Narcissus and Goldmund,,New York,0,0,1976,0,1358,270,230,0,729,0,Kathleen E. Digan,741,0
1417626283,Tandem Library,,,White Teeth,,,34.66666667,5.4375,2001,0,656,0,0,0,0,0,Zadie Smith,1073,1
3257056087,Diogenes,,,Der Vorleser.,,,4,50.44444444,2002,0,1228,0,0,0,0,0,Bernhard Schlink,180,0
3518222635,Suhrkamp,,,Schiffbruch mit Zuschauer. Paradigma einer Daseinsmetapher.,105,,0,0,1997,0,1437,0,0,0,0,0,Hans Blumenberg,1988,0
3458171703,Insel Verlag,,,Der Schatten des Windes,527,"Frankfurt am Main, Germany",2,19.27027027,2003,0,216,362,0,0,0,0,Carlos Ruiz Zafón,1659,2
3404770005,French & European Publishers,,,"Illuminati (Angels and Demons, German Edition)",800,,0.818181818,20.63793103,2004,0,346,0,0,0,0,0,Dan Brown,32,2
044050306X,Dell,,,Masks of the Illuminati,368,,0,1,1990,0,281,0,0,0,0,0,Robert A. Wilson,326,0
1595540016,WestBow Press,813/.54,PS3552.U7243 I45 2004,The illuminati : a novel,344,"Nashville, Tenn",0,1.166666667,2004,0,1335,290,345,0,2,667,Larry Burkett,1235,0
1579510027,Ronin Publishing,,,The Illuminati Papers,162,,0,0.666666667,1997,0,1594,0,0,0,0,0,Robert Anton Wilson,744,0
1400079179,Anchor Books,813/.54,PS3552.R685434 D3 2006,The Da Vinci Code,489,"New York, USA",3.214285714,17.96153846,2006,0,140,367,345,0,51,667,Dan Brown,32,2
8495618605,Umbriel,,,El  código Da Vinci,,Barcelona,3.214285714,17.96153846,2003,0,1092,204,0,0,0,0,Dan Brown,32,2
1932416595,Beliver Books,,,Housekeeping vs. the dirt,153,"San Francisco, CA",0,45.22222222,2006,0,296,325,0,0,0,0,Nick Hornby,1343,2
1932416242,"McSweeney's, Believer Books",,,The Polysyllabic Spree,230,,0,101,2004,0,1708,0,0,0,0,0,Nick Hornby,1343,2
1573223565,Riverhead Books,,ML3470 .H67 2003,Songbook,206,New York,0,70.25,2003,0,1526,270,0,9,729,0,Nick Hornby,1343,2
1573226882,Riverhead Books,796.334/0941,GV943.2 .H67 1998,Fever pitch,239,New York,25,80.6,1998,0,1526,270,446,9,729,0,Nick Hornby,1343,2
1573228214,Riverhead Books,,,High fidelity,323,New York,39.5,43.9,2000,0,1526,270,0,9,729,0,Nick Hornby,1343,2
1596912316,Bloomsbury USA,,,Medicus,384,New York,1,109.1666667,2006,0,1398,270,0,0,729,0,Ruth Downie,163,0
3442449332,Goldmann,,,Der Medicus. Sonderausgabe.,694,,0,0,2001,0,1367,0,0,0,0,0,Noah Gordon,1825,0
082641477X,Continuum,813/.54,PS3573.A425635 I5433 2003,David Foster Wallace's Infinite jest,96,New York,0,0,2003,0,560,270,345,0,729,667,Stephen Burn,921,0
